,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DESC,ENTRIES,EXITS,DATETIME,DAY,HOUR,WEEKDAY,PREV_DATE,PREV_ENTRIES,PREV_EXITS,TIME_DIFF,ENTRIES_DIFF,EXITS_DIFF,LATITUDE,LONGITUDE
1921480,N502,R021,01-06-00,42 ST-BRYANT PK,BDFM7,IND,REGULAR,5186934,851247,2018-09-18 08:00:00,18,8,2,2018-09-18 04:00:00,5186916,851231,0 days 04:00:00.000000000,18,16,40.7548368,-73.9841215
2743916,R523,R147,00-00-01,61 ST WOODSIDE,7,IRT,REGULAR,66919,98611,2018-09-18 09:00:00,18,9,2,2018-09-18 05:00:00,66357,98326,0 days 04:00:00.000000000,562,285,40.7457078,-73.90290399999999
170857,N508,R453,00-00-00,23 ST,FM,IND,REGULAR,236592525,455626838,2016-08-29 00:00:00,29,0,1,2016-08-28 20:00:00,236592402,455626718,0 days 04:00:00.000000000,123,120,40.7459544,-73.9979973
2490103,R240,R047,00-03-03,GRD CNTRL-42 ST,4567S,IRT,REGULAR,4893692,19097790,2016-09-16 21:00:00,16,21,5,2016-09-16 17:00:00,4892924,19096396,0 days 04:00:00.000000000,768,1394,40.7583252,-73.9919565
2373268,R180,R193,00-00-03,157 ST,1,IRT,REGULAR,2151978,860303,2016-09-12 17:00:00,12,17,1,2016-09-12 13:00:00,2151823,860201,0 days 04:00:00.000000000,155,102,40.8342387,-73.9450796
1205609,R171,R192,01-00-00,CATHEDRAL PKWY,1,IRT,REGULAR,1052903,1977480,2018-09-02 05:00:00,2,5,7,2018-09-02 01:00:00,1052883,1977434,0 days 04:00:00.000000000,20,46,40.7127753,-74.0059728
2289730,R110,R027,01-03-03,WALL ST,23,IRT,REGULAR,4849354,1137134,2017-09-03 20:00:00,3,20,7,2017-09-03 16:00:00,4849354,1137134,0 days 04:00:00.000000000,0,0,40.7064046,-74.0095219
2059940,N701,R571,00-00-02,86 ST-2 AVE,Q,IND,REGULAR,646175,328899,2017-08-29 13:00:00,29,13,2,2017-08-29 09:00:00,645616,328639,0 days 04:00:00.000000000,559,260,40.7761177,-73.9528715
1359067,N073,R013,02-00-04,34 ST-PENN STA,ACE,IND,REGULAR,483035,728729,2015-09-03 00:00:00,3,0,4,2015-09-02 20:00:00,483005,728547,0 days 04:00:00.000000000,30,182,40.751056,-73.9903102
1936405,N519A,R461,01-00-00,B'WAY-LAFAYETTE,BDFQ6,IND,REGULAR,768126,2252046,2018-08-29 01:00:00,29,1,3,2018-08-28 21:00:00,768071,2251985,0 days 04:00:00.000000000,55,61,40.7250151,-73.9956959
917036,H022,R279,00-00-01,JEFFERSON ST,L,BMT,REGULAR,1984522,665849,2017-09-18 04:00:00,18,4,1,2017-09-18 00:00:00,1984501,665835,0 days 04:00:00.000000000,21,14,40.7138691,-74.0097225
1516447,N124,R103,00-00-02,BROADWAY JCT,ACJLZ,IND,REGULAR,7684649,5620873,2017-09-27 08:00:00,27,8,3,2017-09-27 04:00:00,7684532,5620809,0 days 04:00:00.000000000,117,64,40.6789137,-73.9039
2229326,PTH18,R549,01-02-02,NEWARK BM BW,1,PTH,REGULAR,12798,642,2015-09-21 02:51:16,21,2,1,2015-09-20 22:39:16,12798,641,0 days 04:12:00.000000000,0,1,40.7126452,-74.00989799999999
2290383,R111,R027,00-00-00,WALL ST,23,IRT,REGULAR,427986,463649,2016-09-21 12:00:00,21,12,3,2016-09-21 08:00:00,427803,462253,0 days 04:00:00.000000000,183,1396,40.7064046,-74.0095219
1449419,N094,R029,01-05-01,WORLD TRADE CTR,ACE23,IND,REGULAR,0,440,2015-09-16 16:00:00,16,16,3,2015-09-16 12:00:00,0,440,0 days 04:00:00.000000000,0,0,40.7126452,-74.00989799999999
2579372,R321,R386,01-00-02,174 ST,25,IRT,REGULAR,1598414,5247039,2018-09-13 08:57:12,13,8,4,2018-09-13 05:00:00,1598311,5246813,0 days 03:57:12.000000000,103,226,40.8374137,-73.8877973
168748,N077,R111,02-06-00,23 ST,CE,IND,REGULAR,939525,14348711,2015-09-06 00:00:00,6,0,7,2015-09-05 20:00:00,939504,14348494,0 days 04:00:00.000000000,21,217,40.7459544,-73.9979973
2201587,PTH16,R550,01-01-04,LACKAWANNA,1,PTH,REGULAR,197738,89975,2015-09-16 08:00:13,16,8,3,2015-09-16 03:48:13,197530,89969,0 days 04:12:00.000000000,208,6,40.7349579,-74.0276002
431342,R113,R028,01-06-00,FULTON ST,2345ACJZ,IRT,REGULAR,1199919,3250206,2018-09-13 11:00:00,13,11,4,2018-09-13 07:00:00,1199846,3248626,0 days 04:00:00.000000000,73,1580,40.709373,-74.0083258
1572129,N192,R336,00-00-02,BEACH 60 ST,A,IND,REGULAR,2656685,1681200,2017-09-20 20:00:00,20,20,3,2017-09-20 16:00:00,2656568,1681034,0 days 04:00:00.000000000,117,166,40.5924196,-73.7892777
617652,N103,R127,00-00-01,JAY ST-METROTEC,ACF,IND,REGULAR,844479,1653590,2017-09-11 08:00:00,11,8,1,2017-09-11 04:00:00,844461,1653539,0 days 04:00:00.000000000,18,51,40.6923458,-73.987257
516483,B018,R184,00-00-00,CORTELYOU RD,BQ,BMT,REGULAR,15819937,7624013,2018-09-09 04:00:00,9,4,7,2018-09-09 00:00:00,15819912,7623988,0 days 04:00:00.000000000,25,25,40.6412697,-73.9639694
750207,R250,R179,00-00-03,86 ST,456,IRT,REGULAR,21967064,1604665,2016-09-14 04:00:00,14,4,3,2016-09-14 00:00:00,21967033,1604662,0 days 04:00:00.000000000,31,3,40.7769631,-73.9523007
2316094,R204,R043,02-06-00,WALL ST,45,IRT,REGULAR,50955858,18302335,2018-08-29 18:00:00,29,18,3,2018-08-29 14:00:00,50955661,18302142,0 days 04:00:00.000000000,197,193,40.7064046,-74.0095219
974064,J012,R379,00-00-00,KOSCIUSZKO ST,J,BMT,REGULAR,2874045,1775293,2017-09-28 09:00:00,28,9,4,2017-09-28 05:00:00,2873122,1775111,0 days 04:00:00.000000000,923,182,40.6932868,-73.9288263
2248845,PTH20,R549,03-01-00,NEWARK HM HE,1,PTH,REGULAR,54497,545045,2017-09-14 11:47:51,14,11,4,2017-09-14 07:35:51,54497,544964,0 days 04:12:00.000000000,0,81,40.7126452,-74.00989799999999
1173681,R258,R132,00-03-00,125 ST,456,IRT,REGULAR,1557975,1647951,2018-09-14 01:00:00,14,1,5,2018-09-13 21:00:00,1557829,1647780,0 days 04:00:00.000000000,146,171,40.8043863,-73.9374292
414506,N098,R028,00-00-00,FULTON ST,2345ACJZ,IND,REGULAR,3174384,5109732,2017-09-07 11:00:00,7,11,4,2017-09-07 07:00:00,3174211,5108852,0 days 04:00:00.000000000,173,880,40.709373,-74.0083258
1789848,N333A,R141,00-06-01,FOREST HILLS 71,EFMR,IND,REGULAR,118320211,1560485,2018-09-17 04:21:10,17,4,1,2018-09-17 01:00:00,118320210,1560470,0 days 03:21:10.000000000,1,15,40.721691,-73.844521
1336281,N069,R013,01-00-00,34 ST-PENN STA,ACE,IND,REGULAR,5217126,2425380,2017-08-28 04:00:00,28,4,1,2017-08-28 00:00:00,5217125,2425379,0 days 04:00:00.000000000,1,1,40.751056,-73.9903102
1377107,R138,R293,00-03-06,34 ST-PENN STA,123ACE,IRT,REGULAR,2099772,2508848,2015-09-11 18:00:00,11,18,5,2015-09-11 14:00:00,2099001,2507330,0 days 04:00:00.000000000,771,1518,40.751056,-73.9903102
2244805,PTH20,R549,03-00-02,NEWARK HM HE,1,PTH,REGULAR,13224,115384,2017-09-12 10:08:16,12,10,2,2017-09-12 05:56:16,13224,115256,0 days 04:12:00.000000000,0,128,40.7126452,-74.00989799999999
2246083,PTH20,R549,03-00-04,NEWARK HM HE,1,PTH,REGULAR,154042,573153,2017-09-04 12:39:10,4,12,1,2017-09-04 08:27:10,154042,573139,0 days 04:12:00.000000000,0,14,40.7126452,-74.00989799999999
1949740,N528,R257,01-00-01,EAST BROADWAY,F,IND,REGULAR,2130768,658376,2016-09-04 12:00:00,4,12,7,2016-09-04 04:00:00,2130519,658217,0 days 08:00:00.000000000,249,159,40.7144029,-73.98991880000001
736221,R165,R167,01-00-01,86 ST,1,IRT,REGULAR,399246,490567,2018-08-26 13:00:00,26,13,7,2018-08-26 09:00:00,399163,490465,0 days 04:00:00.000000000,83,102,40.7769631,-73.9523007
2514619,R246,R177,00-00-03,68ST-HUNTER CO,6,IRT,REGULAR,5512027,3376468,2017-09-09 21:00:00,9,21,6,2017-09-09 17:00:00,5511852,3376412,0 days 04:00:00.000000000,175,56,40.7678741,-73.9638866
1227152,R168A,R168,00-00-02,96 ST,123,IRT,REGULAR,4468592,2078987,2016-09-04 01:00:00,4,1,7,2016-09-03 21:00:00,4468477,2078918,0 days 04:00:00.000000000,115,69,40.7839341,-73.9476064
1270748,R161B,R452,00-05-03,72 ST,123,IRT,REGULAR,0,2044,2018-08-27 05:00:00,27,5,1,2018-08-27 01:00:00,0,2044,0 days 04:00:00.000000000,0,0,40.7686869,-73.9584429
2942424,S102,R165,00-03-01,TOMPKINSVILLE,1,SRT,REGULAR,7401289,2410682,2017-09-21 18:00:00,21,18,4,2017-09-21 14:00:00,7401249,2410682,0 days 04:00:00.000000000,40,0,40.6376266,-74.07502889999999
2752642,R524,R347,00-03-01,69 ST,7,IRT,REGULAR,1193943,741861,2018-09-07 13:00:00,7,13,5,2018-09-07 09:00:00,1193814,741815,0 days 04:00:00.000000000,129,46,40.7686869,-73.9584429
1669346,N303,R015,00-00-05,5 AV/53 ST,EM,IND,REGULAR,5700489,1436140,2018-09-21 14:00:00,21,14,5,2018-09-21 10:00:00,5700260,1436046,0 days 04:00:00.000000000,229,94,40.7602163,-73.975543
2072518,OB01,R459,00-03-00,ORCHARD BEACH,6,IND,REGULAR,18996,1319,2018-08-31 16:00:00,31,16,5,2018-08-31 12:00:00,18996,1319,0 days 04:00:00.000000000,0,0,40.8672934,-73.7922928
2771317,R528,R097,00-00-00,JUNCTION BLVD,7,IRT,REGULAR,11177501,29300279,2015-09-25 20:00:00,25,20,5,2015-09-25 16:00:00,11177351,29298578,0 days 04:00:00.000000000,150,1701,40.749203,-73.8693365
2085520,PTH02,R544,00-00-02,HARRISON,1,PTH,REGULAR,69641,10708,2017-08-29 16:42:43,29,16,2,2017-08-29 12:30:43,69525,10558,0 days 04:12:00.000000000,116,150,40.7394438,-74.1558766
1070595,N409,R268,00-03-01,METROPOLITAN AV,GL,IND,REGULAR,1261498,1057431,2017-09-06 09:00:00,6,9,3,2017-09-06 05:00:00,1261238,1057271,0 days 04:00:00.000000000,260,160,40.7139225,-73.9493905
578971,B031,R172,01-00-02,BRIGHTON BEACH,BQ,BMT,REGULAR,3024099,1809357,2017-09-15 04:00:00,15,4,5,2017-09-15 00:00:00,3024098,1809355,0 days 04:00:00.000000000,1,2,40.5776648,-73.9612769
493427,B014,R148,00-00-02,PARKSIDE AV,BQ,BMT,REGULAR,13060436,8410964,2017-09-01 17:00:00,1,17,5,2017-09-01 13:00:00,13060013,8410747,0 days 04:00:00.000000000,423,217,40.6553417,-73.9607201
2200003,PTH16,R550,01-01-01,LACKAWANNA,1,PTH,REGULAR,123803,49041,2018-08-28 16:22:35,28,16,2,2018-08-28 12:10:35,123802,49041,0 days 04:12:00.000000000,1,0,40.7349579,-74.0276002
2293239,R111,R027,00-03-00,WALL ST,23,IRT,REGULAR,7173075,8325898,2016-09-12 08:00:00,12,8,1,2016-09-12 04:00:00,7173060,8325529,0 days 04:00:00.000000000,15,369,40.7064046,-74.0095219
388519,A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,REGULAR,1661884306,1141302894,2017-09-18 15:00:00,18,15,1,2017-09-18 11:00:00,1661884207,1141302807,0 days 04:00:00.000000000,99,87,40.709373,-74.0083258
