,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DESC,ENTRIES,EXITS,DATETIME,DAY,HOUR,WEEKDAY,PREV_DATE,PREV_ENTRIES,PREV_EXITS,TIME_DIFF,ENTRIES_DIFF,EXITS_DIFF,LATITUDE,LONGITUDE
1316603,N063A,R011,00-00-02,42 ST-PORT AUTH,ACENQRS1237W,IND,REGULAR,238503748,221134844,2017-09-24 20:00:00,24,20,7,2017-09-24 16:00:00,238503107,221134317,0 days 04:00:00.000000000,641,527,40.7571387,-73.9898439
1930393,N504,R021,02-06-00,42 ST-BRYANT PK,BDFM7,IND,REGULAR,236734,268265,2017-09-08 00:00:00,8,0,5,2017-09-07 20:00:00,236628,268243,0 days 04:00:00.000000000,106,22,40.7548368,-73.9841215
191098,R227,R131,00-00-04,23 ST,6,IRT,REGULAR,5896058,2212962,2015-08-31 05:00:00,31,5,1,2015-08-31 01:00:00,5896045,2212953,0 days 04:00:00.000000000,13,9,40.7459544,-73.9979973
2832332,R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,REGULAR,792049,637196,2017-09-15 20:00:00,15,20,5,2017-09-15 16:00:00,791498,636956,0 days 04:00:00.000000000,551,240,40.7549713,-74.0010084
2364070,R175,R169,01-00-01,137 ST CITY COL,1,IRT,REGULAR,1726475,3931022,2017-09-10 21:00:00,10,21,7,2017-09-10 17:00:00,1726394,3930802,0 days 04:00:00.000000000,81,220,40.821374,-73.95440099999999
1675910,N304,R015,01-03-01,5 AV/53 ST,EM,IND,REGULAR,1388643,1221997,2018-09-09 06:00:00,9,6,7,2018-09-09 02:00:00,1388643,1221997,0 days 04:00:00.000000000,0,0,40.7602163,-73.975543
966429,J007,R377,00-06-00,FLUSHING AV,JM,BMT,REGULAR,4333,4371,2017-09-24 13:00:00,24,13,7,2017-09-24 09:00:00,4299,4353,0 days 04:00:00.000000000,34,18,40.7002958,-73.94116439999999
2025509,N603,R303,00-05-00,21 ST-QNSBRIDGE,F,IND,REGULAR,1097,0,2016-09-23 12:00:00,23,12,5,2016-09-23 08:00:00,1097,0,0 days 04:00:00.000000000,0,0,40.75417770000001,-73.94247419999999
2732424,R518,R261,00-03-01,40 ST LOWERY ST,7,IRT,REGULAR,14125998,5226209,2018-09-20 16:00:00,20,16,4,2018-09-20 12:00:00,14125709,5226050,0 days 04:00:00.000000000,289,159,40.7438729,-73.92423409999999
2223286,PTH18,R549,01-00-05,NEWARK BM BW,1,PTH,REGULAR,746967,31873,2017-09-26 12:51:22,26,12,2,2017-09-26 08:39:22,746842,31871,0 days 04:12:00.000000000,125,2,40.7126452,-74.00989799999999
65621,A021,R032,01-00-03,TIMES SQ-42 ST,ACENQRS1237W,BMT,REGULAR,2089002,1002009,2018-09-16 00:00:00,16,0,7,2018-09-15 20:00:00,2088865,1001938,0 days 04:00:00.000000000,137,71,40.7545563,-73.9866737
2402022,R200A,R041,01-00-03,BOWLING GREEN,45,IRT,REGULAR,1056814,134052,2016-09-02 00:00:00,2,0,5,2016-09-01 20:00:00,1056691,134045,0 days 04:00:00.000000000,123,7,40.7048108,-74.0144596
1693935,N306,R017,00-06-00,LEXINGTON AV/53,EM6,IND,REGULAR,298211,81860,2017-08-26 00:00:00,26,0,6,2017-09-08 20:00:00,328858,93639,-14 days +04:00:00.000000000,-30647,-11779,40.7602163,-73.975543
1574099,N193,R337,00-00-00,BEACH 44 ST,A,IND,REGULAR,724468,1665188,2016-09-13 12:00:00,13,12,2,2016-09-13 08:00:00,724437,1665155,0 days 04:00:00.000000000,31,33,40.59567,-73.7757202
2093366,PTH03,R552,00-00-00,JOURNAL SQUARE,1,PTH,REGULAR,17263,9049,2017-09-12 17:09:11,12,17,2,2017-09-12 12:57:11,17220,8987,0 days 04:12:00.000000000,43,62,40.7326499,-74.0626901
1373157,R138,R293,00-03-00,34 ST-PENN STA,123ACE,IRT,REGULAR,525391,139314,2017-09-25 22:00:00,25,22,1,2017-09-25 18:00:00,525025,139167,0 days 04:00:00.000000000,366,147,40.751056,-73.9903102
1956134,N529,R257,00-00-02,EAST BROADWAY,F,IND,REGULAR,8511526,4138218,2016-08-27 08:00:00,27,8,6,2016-08-27 04:00:00,8511437,4138188,0 days 04:00:00.000000000,89,30,40.7144029,-73.98991880000001
949899,H041,R152,00-00-02,CANARSIE-ROCKAW,L,BMT,REGULAR,15162775,4581985,2016-09-15 17:00:00,15,17,4,2016-09-15 13:00:00,15162119,4581891,0 days 04:00:00.000000000,656,94,40.6470969,-73.9016086
1121648,N017,R331,00-00-04,155 ST,C,IND,REGULAR,4412835,1270701,2015-09-12 17:00:00,12,17,6,2015-09-12 13:00:00,4412683,1270678,0 days 04:00:00.000000000,152,23,40.8303393,-73.9367212
2194018,PTH16,R550,01-00-01,LACKAWANNA,1,PTH,REGULAR,226731,662607,2018-08-30 09:18:50,30,9,4,2018-08-30 05:06:50,226731,662576,0 days 04:12:00.000000000,0,31,40.7349579,-74.0276002
1674405,N304,R015,01-01-01,5 AV/53 ST,EM,IND,REGULAR,4850787,2853443,2016-09-07 10:00:00,7,10,3,2016-09-07 08:14:12,4850780,2853366,0 days 01:45:48.000000000,7,77,40.7602163,-73.975543
386217,A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,REGULAR,1738641,471933,2016-09-22 11:00:00,22,11,4,2016-09-22 07:00:00,1738565,471831,0 days 04:00:00.000000000,76,102,40.709373,-74.0083258
2894063,R635,R277,00-00-02,PRESIDENT ST,25,IRT,REGULAR,6421179,5126332,2018-08-28 16:00:00,28,16,2,2018-08-28 12:00:00,6420811,5126071,0 days 04:00:00.000000000,368,261,40.6681585,-73.9506586
2365465,R175,R169,01-00-04,137 ST CITY COL,1,IRT,REGULAR,186917019,835483303,2016-09-01 21:00:00,1,21,4,2016-09-01 17:00:00,186916871,835482565,0 days 04:00:00.000000000,148,738,40.821374,-73.95440099999999
704698,C023,R213,00-00-02,BAY RIDGE AV,R,BMT,REGULAR,6426424,3448484,2018-08-25 04:00:00,25,4,6,2018-08-25 00:00:00,6426424,3448484,0 days 04:00:00.000000000,0,0,40.6348148,-74.0234354
2347057,R159,R164,01-05-01,66 ST-LINCOLN,1,IRT,REGULAR,100663296,101,2016-09-05 17:00:00,5,17,1,2016-09-05 13:00:00,100663296,101,0 days 04:00:00.000000000,0,0,40.7736972,-73.9822288
2475166,R238,R046,00-00-03,GRD CNTRL-42 ST,4567S,IRT,REGULAR,2188165,1670506,2018-09-14 16:00:00,14,16,5,2018-09-14 12:00:00,2187946,1669862,0 days 04:00:00.000000000,219,644,40.7583252,-73.9919565
1208674,R172,R192,00-00-03,CATHEDRAL PKWY,1,IRT,REGULAR,7057980,2491329,2017-08-30 21:00:00,30,21,3,2017-08-30 17:00:00,7057406,2491136,0 days 04:00:00.000000000,574,193,40.7127753,-74.0059728
1091039,N009,R174,01-00-00,181 ST,A,IND,REGULAR,9794587,3212409,2018-08-29 05:00:00,29,5,3,2018-08-29 01:00:00,9794573,3212399,0 days 04:00:00.000000000,14,10,40.84913,-73.93372889999999
2311403,R204,R043,02-03-00,WALL ST,45,IRT,REGULAR,525072,2718810,2016-08-28 02:00:00,28,2,7,2016-08-27 22:00:00,525066,2718808,0 days 04:00:00.000000000,6,2,40.7064046,-74.0095219
1896039,N419,R287,00-00-00,CLASSON AV,G,IND,REGULAR,2200250,2279073,2017-08-31 08:00:00,31,8,4,2017-08-31 04:00:00,2200009,2278945,0 days 04:00:00.000000000,241,128,40.6844907,-73.9591228
2362780,R173,R159,00-03-01,116 ST-COLUMBIA,1,IRT,REGULAR,21741614,5235630,2016-09-08 13:00:00,8,13,4,2016-09-08 09:00:00,21740904,5235232,0 days 04:00:00.000000000,710,398,40.808043,-73.9639122
2108561,PTH04,R551,00-00-03,GROVE STREET,1,PTH,REGULAR,17003,91611,2018-09-08 23:35:14,8,23,6,2018-09-08 19:23:14,16974,91351,0 days 04:12:00.000000000,29,260,40.7196062,-74.04263569999999
2010670,N562,R426,00-00-01,NEPTUNE AV,F,IND,REGULAR,1431753,497748,2017-09-16 17:00:00,16,17,6,2017-09-16 13:00:00,1431753,497748,0 days 04:00:00.000000000,0,0,40.581131,-73.97457
960369,J002,R460,00-06-01,MARCY AV,JMZ,BMT,REGULAR,2693306,4316842,2016-08-30 13:00:00,30,13,2,2016-08-30 09:00:00,2693227,4316409,0 days 04:00:00.000000000,79,433,40.7649305,-73.9725117
2587549,R325,R388,00-00-01,E 180 ST,25,IRT,REGULAR,12252364,8104649,2017-09-27 01:00:00,27,1,3,2017-09-26 21:00:00,12252268,8104409,0 days 04:00:00.000000000,96,240,40.841894,-73.873488
562320,N559,R425,00-00-02,AVENUE U,F,IND,REGULAR,4759906,5298432,2017-09-10 05:00:00,10,5,7,2017-09-10 01:00:00,4759899,5298422,0 days 04:00:00.000000000,7,10,40.7769631,-73.9523007
548759,B024A,R211,02-00-01,KINGS HWY,BQ,BMT,REGULAR,1755652,2435217,2018-09-15 16:00:00,15,16,6,2018-09-15 12:00:00,1755506,2435072,0 days 04:00:00.000000000,146,145,40.6088717,-73.9577807
1818965,N605,R024,00-00-00,SUTPHIN BLVD,EJZ,IND,REGULAR,1977499,1969024,2015-09-13 08:00:00,13,8,7,2015-09-13 04:00:00,1977413,1968960,0 days 04:00:00.000000000,86,64,40.7005728,-73.8077071
1327099,N067,R012,00-03-02,34 ST-PENN STA,ACE,IND,REGULAR,1825731,121593,2015-08-31 04:00:00,31,4,1,2015-08-31 00:00:00,1825699,121592,0 days 04:00:00.000000000,32,1,40.751056,-73.9903102
1736588,N319,R298,01-00-02,NORTHERN BLVD,MR,IND,REGULAR,747843,6410218,2017-09-22 13:00:00,22,13,5,2017-09-22 09:00:00,747820,6410028,0 days 04:00:00.000000000,23,190,40.7531164,-73.9071111
1737428,N319,R298,01-06-00,NORTHERN BLVD,MR,IND,REGULAR,485185,19689,2018-09-07 13:00:00,7,13,5,2018-09-07 09:00:00,485138,19673,0 days 04:00:00.000000000,47,16,40.7531164,-73.9071111
1709751,N309A,R140,00-06-01,QUEENS PLAZA,EMR,IND,REGULAR,949627,744349,2015-09-18 01:00:00,18,1,5,2015-09-17 21:00:00,949537,744309,0 days 04:00:00.000000000,90,40,40.74893590000001,-73.9373695
2943924,S102,R165,00-05-00,TOMPKINSVILLE,1,SRT,REGULAR,262356,65536,2018-08-25 06:00:00,25,6,6,2018-08-25 02:00:00,262356,65536,0 days 04:00:00.000000000,0,0,40.6376266,-74.07502889999999
733129,R164,R167,00-03-01,86 ST,1,IRT,REGULAR,9516675,2776348,2017-08-26 01:00:00,26,1,6,2017-09-08 21:00:00,9528126,2780657,-14 days +04:00:00.000000000,-11451,-4309,40.7769631,-73.9523007
2686028,R423,R429,00-03-01,PELHAM BAY PARK,6,IRT,REGULAR,15828686,9335048,2017-09-25 12:00:00,25,12,1,2017-09-25 08:00:00,15827884,9334871,0 days 04:00:00.000000000,802,177,40.8529308,-73.8270555
341502,N526,R142,02-00-00,DELANCEY/ESSEX,FJMZ,IND,REGULAR,1328693,2420751,2018-08-26 09:00:00,26,9,7,2018-08-26 05:00:00,1328665,2420674,0 days 04:00:00.000000000,28,77,40.718613,-73.988113
2350853,R160,R164,02-00-02,66 ST-LINCOLN,1,IRT,REGULAR,3618516,540063,2017-09-11 05:00:00,11,5,1,2017-09-11 01:00:00,3618510,540062,0 days 04:00:00.000000000,6,1,40.7736972,-73.9822288
1965107,N533,R129,02-05-00,BERGEN ST,FG,IND,REGULAR,3103,0,2017-09-28 05:00:00,28,5,4,2017-09-28 01:00:00,3103,0,0 days 04:00:00.000000000,0,0,40.6860832,-73.9909074
531273,B021,R228,00-00-03,AVENUE J,BQ,BMT,REGULAR,1710846,357702,2017-09-23 16:00:00,23,16,6,2017-09-23 12:00:00,1710702,357696,0 days 04:00:00.000000000,144,6,40.6252684,-73.9607296
891186,H012,R268,01-00-01,LORIMER ST,LG,BMT,REGULAR,6224557,798609,2015-09-24 09:00:00,24,9,4,2015-09-24 05:00:00,6223733,798577,0 days 04:00:00.000000000,824,32,40.7139225,-73.9493905
1275429,N049,R084,01-03-02,59 ST COLUMBUS,ABCD1,IND,REGULAR,7479249,6797640,2016-09-20 20:00:00,20,20,2,2016-09-20 16:00:00,7478388,6796904,0 days 04:00:00.000000000,861,736,40.7684839,-73.981807
407798,N095A,R014,01-00-04,FULTON ST,2345ACJZ,IND,REGULAR,136936,33912,2016-09-10 01:00:00,10,1,6,2016-09-23 21:00:00,162745,39579,-14 days +04:00:00.000000000,-25809,-5667,40.709373,-74.0083258
2769852,R527,R122,00-05-00,90 ST-ELMHURST,7,IRT,REGULAR,7040655,2041479,2015-09-20 04:00:00,20,4,7,2015-09-20 00:00:00,7040604,2041452,0 days 04:00:00.000000000,51,27,40.7485008,-73.87657229999999
1689863,N306,R017,00-00-01,LEXINGTON AV/53,EM6,IND,REGULAR,5149264,8306362,2018-09-06 20:00:00,6,20,4,2018-09-06 16:00:00,5148622,8305844,0 days 04:00:00.000000000,642,518,40.7602163,-73.975543
334796,A061,R142,00-00-00,DELANCEY/ESSEX,FJMZ,BMT,REGULAR,11602073,10996759,2017-09-14 17:00:00,14,17,4,2017-09-14 13:00:00,11601265,10996513,0 days 04:00:00.000000000,808,246,40.718613,-73.988113
1657758,N223,R156,01-05-00,BEDFORD PK BLVD,BD,IND,REGULAR,134218118,0,2017-09-28 13:00:00,28,13,4,2017-09-28 09:00:00,134218118,0,0 days 04:00:00.000000000,0,0,40.87336639999999,-73.89017919999999
1690984,N306,R017,00-00-03,LEXINGTON AV/53,EM6,IND,REGULAR,739186874,571219374,2018-09-12 08:00:00,12,8,3,2018-09-12 04:00:00,739186764,571218871,0 days 04:00:00.000000000,110,503,40.7602163,-73.975543
542593,B023,R211,01-05-01,KINGS HWY,BQ,BMT,REGULAR,0,528,2017-09-19 04:00:00,19,4,2,2017-09-19 00:00:00,0,528,0 days 04:00:00.000000000,0,0,40.6088717,-73.9577807
841060,E011,R371,00-00-00,79 ST,D,BMT,REGULAR,9144627,8002202,2015-09-11 16:00:00,11,16,5,2015-09-11 12:00:00,9144018,8002082,0 days 04:00:00.000000000,609,120,40.783934,-73.979917
1146385,R306,R207,00-00-01,135 ST,23,IRT,REGULAR,1479923,225821,2015-09-17 16:00:00,17,16,4,2015-09-17 12:00:00,1479516,225754,0 days 04:00:00.000000000,407,67,40.817894,-73.947647
363193,N091,R029,02-05-03,CHAMBERS ST,ACE23,IND,REGULAR,67662927,16890710,2017-08-28 04:00:00,28,4,1,2017-08-28 00:00:00,67662917,16890709,0 days 04:00:00.000000000,10,1,40.7155134,-74.0092227
1722958,N316,R267,00-00-01,46 ST,MR,IND,REGULAR,3937541,1005397,2017-09-13 21:00:00,13,21,3,2017-09-13 17:00:00,3937439,1005315,0 days 04:00:00.000000000,102,82,40.7138691,-74.0097225
5207,A002,R051,02-05-00,59 ST,NQR456W,BMT,REGULAR,1428,0,2017-09-14 20:00:00,14,20,4,2017-09-14 16:00:00,1427,0,0 days 04:00:00.000000000,1,0,40.762824,-73.967562
2392035,R194,R040,00-03-01,231 ST,1,IRT,REGULAR,1,507,2017-09-10 08:00:00,10,8,7,2017-09-10 04:00:00,1,507,0 days 04:00:00.000000000,0,0,40.8789923,-73.904939
2863337,R621,R060,00-00-01,EASTN PKWY-MUSM,23,IRT,REGULAR,6544317,6717444,2016-09-01 00:00:00,1,0,4,2016-08-31 20:00:00,6544245,6717261,0 days 04:00:00.000000000,72,183,40.6719938,-73.9642065
2115464,PTH04,R551,00-04-01,GROVE STREET,1,PTH,REGULAR,378468,316632,2015-09-13 15:13:51,13,15,7,2015-09-13 11:01:51,378359,316590,0 days 04:12:00.000000000,109,42,40.7196062,-74.04263569999999
1173635,R258,R132,00-03-00,125 ST,456,IRT,REGULAR,1543654,1634250,2018-09-06 09:00:00,6,9,4,2018-09-06 05:00:00,1543036,1633758,0 days 04:00:00.000000000,618,492,40.8043863,-73.9374292
1181758,R304,R206,00-00-02,125 ST,23,IRT,REGULAR,10486543,2286617,2018-09-18 01:00:00,18,1,2,2018-09-17 21:00:00,10486446,2286596,0 days 04:00:00.000000000,97,21,40.8043863,-73.9374292
181237,R226,R131,02-03-01,23 ST,6,IRT,REGULAR,8648945,12864374,2016-08-29 05:00:00,29,5,1,2016-08-29 01:00:00,8648944,12864363,0 days 04:00:00.000000000,1,11,40.7459544,-73.9979973
96731,A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQRW,BMT,REGULAR,13008288,3334828,2018-09-20 08:00:00,20,8,4,2018-09-20 04:00:00,13007926,3334761,0 days 04:00:00.000000000,362,67,40.7488979,-73.98878859999999
2184706,PTH13,R541,00-00-04,THIRTY ST,1,PTH,REGULAR,67345,123375,2015-09-12 12:33:31,12,12,6,2015-09-12 08:21:31,67345,123375,0 days 04:12:00.000000000,0,0,40.7769631,-73.9523007
